DAUID,target_priority
35201632,0.4642232889797918
35201634,0.6092198296364933
35201635,0.6117315807904256
35201636,0.5946275277555626
35201641,0.7591932389511414
35201647,0.606310417795722
35201648,0.41629104053314425
35201649,0.5854231849822484
35201650,0.6125131419937465
35201652,0.6079569860963228
35201653,0.6595380274459508
35201609,0.638921276591591
35201610,0.6112473931058368
35201611,0.5616442795951013
35201612,0.5737919473952631
35201613,0.6504800148686269
35201614,0.6672124636704935
35201615,0.5682232542096614
35201621,0.5789266155396927
35201622,0.5669640369497851
35201623,0.5701698976210686
35201624,0.6409333511408689
35201625,0.5356846792036497
35201626,0.6192701763679094
35201627,0.5792695397017951
35202020,0.7953922577009288
35202021,0.8822534459525567
35202022,0.8588797359144291
35202013,0.857584512834899
35202016,0.720358397075884
35202017,0.6548903530292577
35202018,0.6704024848523252
35202019,0.819389138876766
35202023,0.6250692184289461
35202024,0.6790869661973238
35202025,0.7613269338795577
35202026,0.7063814455831869
35202084,0.7411331520643228
35201830,0.7253354131382715
35201831,0.7028846930362488
35201832,0.5210029247165711
35201833,0.7391307435876076
35201834,0.7821142964169018
35201819,0.5635990226507525
35201820,0.7278374786046506
35201821,0.7048588432029188
35201822,0.6497876177983363
35201823,0.7656025041280089
35201824,0.7740952396066045
35201825,0.6074651942821416
35201826,0.7654414777035621
35201827,0.6887582184139988
35201828,0.6518541451840376
35201829,0.6220817949594706
35201835,0.7426482026193605
35201838,0.7923338550621847
35201839,0.6697016528532006
35201840,0.8467255235862384
35201841,0.7336502659683171
35201842,0.7067651808787654
35201843,0.6427884088314336
35201844,0.7142473572408314
35201845,0.6629022490438113
35201860,0.6852818644487422
35201861,0.7700076780321093
35201862,0.7263077209432572
35201863,0.6592567363266417
35201864,0.7942099091936103
35201868,0.4587625195334628
35201869,0.6838971217094847
35201872,0.7236009442458858
35201874,0.7338199766262377
35202177,0.5189318751419433
35202050,0.6235010635229447
35202051,0.6819171389685459
35202055,0.8415903757097739
35202056,0.7219985759397939
35202057,0.9047593690561794
35202394,0.4104894519932218
35202395,0.6925610944767276
35202396,0.46287877690950135
35202398,0.5706335500493941
35202058,0.8601513935998
35202059,0.7965404118103996
35202065,0.8756266501637872
35202066,0.9242238876062777
35202067,0.872992791863388
35202071,0.757644584036084
35202072,0.765474597819489
35202075,0.7996916586047528
35202078,0.760446493604016
35202079,0.7638288482487862
35202080,0.7387479352259587
35202085,0.7527646151404898
35202086,0.7561327046043991
35202087,0.788766651832829
35202088,0.7782539902637842
35202089,0.7773307992831303
35202090,0.9418601926578088
35202091,0.4523076714188954
35202094,0.6819814145991239
35202096,0.8996168876824614
35202097,0.8079556848369213
35202098,0.9776465545671038
35202100,0.600085654787483
35202122,0.6259203996634889
35202123,0.6804020806387812
35202124,0.6967759584857667
35202125,0.7418917035677011
35202126,0.5712074823389277
35202127,0.6673893976834088
35202128,0.5288248217672927
35202129,0.6232874069018016
35202130,0.5089368012925977
35202131,0.720669309974658
35202132,0.8357070923663946
35202133,0.557605877801791
35202134,0.6450192406874837
35201211,0.6423622229327142
35201212,0.6972720077347061
35202135,0.7428037035173882
35202136,0.7828309821526862
35202137,0.7718835287907191
35202138,0.780421652892516
35202139,0.7913873314390222
35202140,0.9325497666346367
35202141,0.9218358527570539
35202145,0.7893943398593725
35202147,0.7619181907741428
35202149,0.7836397406010774
35202150,0.6440100260282333
35202151,0.6343782313671856
35202152,0.9129932043219198
35202153,0.6578687526001207
35202154,0.7720111242397851
35202155,0.7653810162437183
35202156,0.689675988316102
35202157,0.8316575688614377
35202158,0.6475631488915887
35202159,0.8757557167633176
35202160,0.707619890976652
35202161,0.7226274194542495
35202399,0.4593171105016296
35202406,0.6708683609162248
35202407,0.7685056145674403
35202408,0.7453426310423388
35202409,0.7710135880751404
35202413,0.3455585278550686
35202414,0.47113507921416686
35202415,0.3582393676873077
35201779,0.8133476395317599
35202443,0.61555508688702
35202400,0.5602910891462822
35202401,0.6087198724389608
35202402,0.6116964164215377
35202403,0.49516915198330597
35202404,0.6814908115274191
35202405,0.7355835737871068
35201517,0.5285412032310665
35201518,0.7140729919540288
35201519,0.7742938681766018
35201520,0.7712744508574366
35201521,0.6475807612405982
35201522,0.7419537610263129
35201523,0.695524280330992
35201213,0.8529130662712858
35201214,0.637883990068597
35201215,0.8653255888509629
35202416,0.6745898765382922
35202417,0.5022725139533987
35202418,0.5684460260767198
35202419,0.5653248242122676
35202430,0.756621054656075
35202431,0.7955897453913668
35202433,0.8271134984160529
35202436,0.714502008993661
35202439,0.6439530071781887
35202440,0.6515036599164783
35202441,0.6716406300006997
35202442,0.6450195584159186
35201250,0.6740190959441574
35201251,0.7781098114952578
35201252,0.7128415848636751
35201253,0.619358122806414
35201254,0.6590076066720367
35201255,0.5925738581612033
35201256,0.561536540092348
35202446,0.3952553476914939
35202447,0.528771315902765
35202448,0.5551936775143093
35202449,0.49135015290295947
35202450,0.5227421626228587
35202451,0.4624404862740944
35202452,0.44117357654297124
35202453,0.6331793483554211
35201287,0.6319849431744177
35201216,0.5240681593941027
35201217,0.8510583961815842
35201219,0.7294146840735715
35201222,0.660475942265003
35201228,0.7446542079944748
35201240,0.6507503819332305
35201241,0.5023475644316621
35201242,0.6088290799655416
35201243,0.50132299866718
35201244,0.6385081444623281
35201249,0.6400491591888667
35201602,0.6148798396643603
35201257,0.5551471983802416
35201259,0.7065357790867086
35201263,0.6288471009493803
35201264,0.5863376420331434
35201267,0.5854038194622745
35201278,0.4460494264076712
35201279,0.5216490626973599
35201280,0.580251981400646
35201281,0.4930902677916018
35201282,0.5432800464730475
35201283,0.4735766800099881
35201284,0.582217053261408
35201285,0.7141085284718505
35201286,0.5230966389433275
35201288,0.688253059563904
35201289,0.66602983991654
35201290,0.5871147399272794
35201291,0.4709987614782236
35201292,0.5004468188133563
35201293,0.5901384245350253
35201294,0.4931605986747552
35201295,0.3052090676409446
35201297,0.4213772366779631
35201298,0.478519839837284
35201312,0.39741679696572024
35201313,0.2977012793427831
35201314,0.3758634976679263
35201315,0.3020444046120061
35201316,0.5107787310816823
35201781,0.7282676242326271
35201556,0.29841498244943493
35201557,0.46885903384851285
35201558,0.2776656168875355
35201559,0.4848079682303678
35201560,0.46536025761700267
35201563,0.43902881995228715
35201782,0.6418340207372424
35201783,0.6941189422873505
35201784,0.716687640311739
35201785,0.6880463631286634
35201786,0.6184238879422438
35201787,0.7043008909419928
35201788,0.7140030446357037
35201789,0.7706646676011684
35201987,0.522208833956355
35201988,0.730037986685043
35201989,0.6032112686020921
35201524,0.6224528165353015
35201525,0.6377097921794537
35201526,0.6656487706534528
35201532,0.6104297802103715
35201541,0.4471146984820319
35201542,0.28883451995756554
35201543,0.38505166628533954
35201544,0.41219595603959264
35201545,0.42263500015365113
35201547,0.5266471953301278
35201548,0.47755972318129847
35201552,0.3891237109099383
35201553,0.40046674131128196
35201554,0.3426614617232176
35201555,0.2919385638309721
35201603,0.5557773448275097
35201604,0.5213534999102463
35201605,0.5381474677125718
35201607,0.7423472927766752
35201608,0.5292600609259351
35201564,0.4960585799749381
35201565,0.41063925329411544
35201566,0.45007994438815824
35201567,0.453731264843047
35201568,0.4579541611241951
35201569,0.4303753555969468
35201570,0.4094122724378002
35201571,0.28909588315433715
35201572,0.22215377693386318
35201616,0.5046035543939713
35201617,0.5539393122741344
35201620,0.5692069610477238
35201573,0.3137086432260499
35201574,0.3041002345269617
35201575,0.42196346995302764
35201576,0.5167176968496917
35201577,0.3488759612525602
35201578,0.30083605741899533
35201579,0.4246680696371207
35201580,0.3221817102409427
35201581,0.5157619195943604
35201582,0.32495886835830884
35201583,0.42944743545308783
35201584,0.5416385001882318
35201585,0.4660367918686663
35201586,0.5719419353988788
35201708,0.5428465110595614
35201709,0.5609353568878683
35201710,0.5771760829696194
35201711,0.4664548944522082
35201712,0.3421474043500925
35201713,0.6418057518198678
35201714,0.7293749092337075
35201717,0.6241419303103708
35201718,0.5648351792515337
35201719,0.6372705075222059
35201720,0.6447800811107515
35201721,0.6913059098205643
35201722,0.7593287072092125
35201723,0.7198630526784707
35201749,0.6456266701533699
35201750,0.6513337464451366
35201751,0.48116759911182966
35201752,0.5389954730303375
35201753,0.6517289547863125
35201754,0.5800970783343442
35201755,0.6009618638788641
35201756,0.6801160175387821
35200110,0.761802025921267
35200111,0.7773639814050448
35201706,0.5642428465986876
35201707,0.518087319945243
35201887,0.6841113631778896
35201757,0.6527940381360852
35201758,0.7495542632998127
35201759,0.6177089550535992
35201760,0.6752774570861363
35201761,0.6882113408742343
35200090,0.6891920562201177
35200091,0.6594275075056736
35200092,0.7349714938419868
35200093,0.6631836637533827
35200094,0.9289785054661424
35200095,0.6986257007012893
35200096,0.647260739667881
35200097,0.6431371855764685
35200099,0.739100761143091
35200293,0.5637123455711956
35200294,0.41373128172549867
35200297,0.53280696711364
35204249,0.7644710410666432
35204250,0.7305664442523874
35204251,0.6363715556301228
35204252,0.7135870174822676
35204253,0.6241120508773221
35204254,0.9513904357214491
35204255,0.9705674032391257
35204256,0.4748133461188208
35204471,0.8061064097782086
35204472,0.7354782260632354
35204473,0.7838691180864971
35200112,0.8181239596920601
35200114,0.7500836550193734
35200319,0.535878665753278
35200320,0.5929680969345847
35200379,0.37220372375389604
35200380,0.46131273536760686
35200381,0.566270554674727
35200382,0.5697927794499672
35200733,0.3953706936634683
35200734,0.46633506280551995
35201762,0.7975870112204754
35200119,0.8083356719716582
35200120,0.6670550706650611
35200121,0.823718870657122
35200123,0.7495176321670634
35200325,0.5316799733670367
35200127,0.8371861228038647
35200128,0.7084869484680528
35200330,0.4266528101776807
35200331,0.6340012410477333
35200332,0.4859374994129674
35200333,0.6431820523979966
35200735,0.5115810165609072
35200736,0.31361090079054216
35200737,0.5488885044581776
35200738,0.4642354971509596
35200739,0.5071923496145078
35200740,0.36591287087511704
35200741,0.6613930137234928
35200744,0.4502262156510308
35200745,0.39752005421862563
35201876,0.6819887000489919
35201877,0.6914324632776984
35201879,0.70711227027896
35201880,0.6080452241692544
35201881,0.6463057574355627
35201882,0.6168903386330712
35200326,0.5290137091127416
35200327,0.520813193086745
35200389,0.7502072178694055
35200391,0.6300142303400005
35200392,0.6232785253926121
35200751,0.3114963453861062
35200752,0.39099236437497575
35200753,0.5044993976121753
35204634,0.525759988165939
35204635,0.7169619137018372
35204636,0.6427242400595131
35204637,0.4169841260114032
35204638,0.46003803507609525
35204639,0.42466363403262036
35204655,0.5561028129147227
35204656,0.500747708825583
35204657,0.5647384254760145
35204658,0.5130175281906438
35204659,0.38088279292981075
35204660,0.5072486689851293
35204661,0.4201654357437678
35201883,0.6798715412367378
35201884,0.529843616088612
35201885,0.5792525200897207
35201886,0.6905903937522349
35202217,0.8229950877510304
35202218,0.8812792294432764
35202222,0.7740376948904325
35202223,0.7271450625951121
35201951,0.6891128014813477
35201952,0.6589332450607851
35201953,0.7236147842239637
35201955,0.5501923155606001
35201958,0.9543181371396007
35201959,0.783262807628349
35200754,0.5824330204007307
35200755,0.5195544887323755
35200756,0.8407530044943935
35200757,0.6261247486404976
35200768,0.7294109461079766
35201888,0.753984485777571
35201889,0.6980312484439877
35201890,0.9695929908398156
35201892,0.8685342096712926
35201893,0.7583507916680897
35201894,0.7635064255744829
35201895,0.5696100580860083
35204708,0.5969186226956789
35204709,0.685509299748424
35204457,0.6913579746926313
35204716,0.6373375463386584
35201960,0.788184394959231
35201961,0.7296558853221141
35201962,0.7921446564592486
35201963,0.6686858058586957
35201964,0.7495146428522222
35201965,0.505137949136432
35201966,0.5688651551306476
35200321,0.5776034296784265
35200322,0.5824560152249048
35200323,0.6646872720511247
35201896,0.7737797088494408
35202247,0.7225615639875234
35201967,0.45365971043909065
35201968,0.5469462762960675
35201969,0.8016720784662742
35201970,0.7642809308321903
35201971,0.8236793219162598
35201972,0.8108273525437076
35201973,0.8369583362977912
35201976,0.7174266234389152
35201977,0.8541681191341889
35201979,0.8449038558857731
35201983,0.83278051979493
35201984,0.8075142319059728
35204458,0.778885951777679
35204460,0.8020566246072977
35204461,0.6276645035511518
35204462,0.6186921510139295
35204463,0.7691796400557148
35204464,0.7615823327721047
35204465,0.6990644178891906
35204466,0.6949382507122216
35204467,0.6985281155190811
35204468,0.6921719843242145
35204469,0.7344688955871442
35204470,0.676628858684161
35202622,0.4884300990809516
35202623,0.512626180990563
35200309,0.692981440378481
35200310,0.6010514959014042
35200313,0.7500414007969036
35200315,0.647364237821318
35200316,0.5882636248751607
35200317,0.6044996302442824
35200318,0.4504914651009995
35200582,0.5807488914431155
35200583,0.6916625896771782
35200584,0.6137645580836208
35200585,0.41420666846516985
35200586,0.6333564032638797
35200587,0.670049594503376
35200588,0.5452116533270799
35200589,0.47186256450694136
35200590,0.4258359182490596
35200324,0.601692648775822
35200639,0.5743904525644076
35200640,0.6535440356177586
35200641,0.6231175006027233
35200642,0.6421267162336901
35200643,0.6924126540429504
35200644,0.5530082867662013
35200645,0.515157378697395
35200746,0.4936106234971769
35200747,0.2503013753238432
35200748,0.3285700999868832
35201985,0.8047258550553241
35201986,0.7395186389276126
35202349,0.5175927995325454
35200328,0.5710697609302868
35200329,0.4202032214248155
35200658,0.30221311806345436
35200659,0.3069281207148081
35200660,0.4767620016292664
35200661,0.644742247478597
35200662,0.2524374893010864
35200663,0.32959078747239134
35200664,0.32709982827934586
35204640,0.5681928049557712
35204641,0.6231351490200498
35204642,0.4046210051684308
35200719,0.6827358054137481
35200720,0.7622733085510667
35200724,0.5784094688091557
35200725,0.5288421015547634
35200726,0.539860341487486
35200727,0.4720288834434365
35200728,0.5948813852325905
35200729,0.37151019530616786
35200730,0.5212498603831505
35200731,0.45455110192977055
35200732,0.6124146549342215
35202178,0.7313236874618886
35200749,0.3666962623018267
35200750,0.33157589395896475
35202224,0.8214386377448839
35202225,0.8974475102907394
35202226,0.890881521189308
35202227,0.8206899267980482
35202228,0.7218111630915198
35202229,0.6824126659201253
35202230,0.8136060934994104
35202231,0.8588846471563245
35202232,0.8829541631329095
35202233,0.8240535317397818
35200665,0.4130713462786002
35200666,0.2956174435790543
35200667,0.40871396301686785
35200668,0.41323050742838485
35200769,0.7893289628399037
35200770,0.7711682731389264
35200771,0.6418597626621209
35200772,0.5343042684250754
35200774,0.6880212663551004
35200782,0.7366531313722594
35200783,0.7417405955961153
35200791,0.4739558688055479
35200792,0.4527518655036062
35204643,0.2633589639120789
35204644,0.4020520032165959
35204645,0.25029331511733593
35204646,0.406184788379017
35204647,0.5964202618969727
35204648,0.5787391572262321
35204649,0.5581115920767001
35204650,0.6397852034781543
35204652,0.6716107229418963
35204653,0.4772513015788232
35204833,0.667962061647536
35204710,0.8505068466132207
35202179,0.8530976300231013
35202180,0.7874800193642622
35202181,0.873064086110802
35202183,0.7956007597815734
35202184,0.7110882727023724
35202185,0.7365660925537137
35202186,0.7663845143479735
35202187,0.3645174299879269
35202188,0.6799448683760692
35202189,0.7694010335172807
35202210,0.6856126482185424
35202211,0.6182573178497826
35202212,0.8310736442797972
35202213,0.7581258885337646
35202214,0.7721465534277728
35202215,0.7815078422475307
35202216,0.8542062782038989
35201359,0.6508351051639896
35201360,0.6028368406673928
35202298,0.7908526109268829
35202234,0.679280672109325
35202235,0.8458821558701394
35202236,0.8810257590243893
35202237,0.9094864454814703
35202238,0.8289457450337029
35202239,0.762164104778146
35202240,0.6926173889896285
35202241,0.8436951000395775
35202242,0.705163078636616
35202243,0.9255387209415056
35202244,0.8383816085459803
35202245,0.8195836620235306
35202246,0.748292923996421
35201387,0.7741181219407044
35201388,0.5941440978752365
35202323,0.645010143971219
35202324,0.5228315484740691
35202325,0.28246931356639954
35202326,0.5682128120050087
35202327,0.6016443135515539
35202328,0.5240642297559689
35202336,0.55042407216397
35202337,0.644136481762279
35202248,0.5588767041805177
35202249,0.7786769462742559
35202251,0.7996086226094752
35202252,0.8162638087912952
35202254,0.598511978937695
35202255,0.7493369600748094
35202256,0.7298221005629699
35202257,0.6771874229393782
35202258,0.7777627118389867
35202261,0.6403248039346123
35202262,0.7535344650574414
35202263,0.5742965770304767
35202264,0.6898165106297409
35202265,0.7989973586490472
35202266,0.6780699880549471
35202267,0.5878448141024012
