heat,tree_coverage,vulnerability,footfall,heat_norm,tree_norm,vuln_norm,footfall_norm
16.335793084,0.079071580432621,0.626427198014892,20837.7,0.9547050326645256,0.10399590734765359,0.626427198014892,0.6672857681537963
16.38799,0.03983572320958,0.67152077167583,24413.299999999996,0.9582526395717202,0.050695435823177974,0.67152077167583,0.6848485539980534
16.2217467726,0.07571672363085,0.700337123662078,12513.48,0.946953780041426,0.09943845755332412,0.700337123662078,0.6107319003137972
16.55661,0.175901381013716,0.641497463543998,1311.1,0.9697130384330469,0.23553563640861316,0.641497463543998,0.36060998550571244
16.6136035384,0.090344864407208,0.639576438516592,19522.799999999996,0.9735866517801133,0.11931024973755157,0.639576438516592,0.6600571716242161
16.55661,0.12872350599992,0.557159312375641,5457.659999999999,0.9697130384330469,0.17144622530020953,0.557159312375641,0.5187149521027825
14.9330354585,0.450360771008826,0.498522644084758,8432.039999999999,0.8593654413112022,0.6083786411606192,0.498522644084758,0.5669540224975488
14.8461051997,0.305344407042593,0.538838531998375,9032.579999999998,0.853457153806954,0.4113792348719724,0.538838531998375,0.5745834139364886
14.601114951,0.205680897135264,0.484524783692034,1617.7,0.8368061873306307,0.27599001572868886,0.484524783692034,0.3838996608153336
14.68249,0.163238893399714,0.592835999176679,2821.2,0.8423369103700094,0.21833411187806723,0.592835999176679,0.44555165170935157
14.6218136078,0.19207824058265,0.447422031094163,1071.3,0.8382129887944056,0.25751130621258694,0.447422031094163,0.3382265706708491
16.0998249509,0.196909501735198,0.597946779299684,4102.5,0.9386672617957759,0.26407439711244546,0.597946779299684,0.4870664336466915
16.1513069271,0.138026444898056,0.453083581218339,6350.24,0.9421662772234908,0.18408392624338782,0.453083581218339,0.5355113254294566
16.0245318669,0.184000652271529,0.451566904056243,11137.800000000001,0.9335499045775373,0.2465381990541046,0.451566904056243,0.5978166727115453
15.4913049974,0.227994005662012,0.480349033524767,9014.4,0.8973086958950172,0.3063015544543945,0.480349033524767,0.5743599914025077
15.4218271383,0.287504382352402,0.494396632030934,6710.0599999999995,0.8925865752846681,0.3871442163125443,0.494396632030934,0.5416230129444485
15.2840008241,0.328919249881243,0.378640649960118,2478.9,0.8832190949482994,0.4434047933368337,0.378640649960118,0.43121165490568675
15.2869152311,0.381116886901953,0.422687815241073,475.2,0.8834171750494987,0.5143133668350944,0.422687815241073,0.24820147647781374
14.9983817315,0.282525165682808,0.463580795707538,15744.9,0.8638067552281821,0.3803801332748469,0.463580795707538,0.6362063367866101
15.2829832381,0.270373988659713,0.44821432136381,15905.4,0.8831499338675516,0.3638732054096899,0.44821432136381,0.6373310948019612
16.248809351,0.156439368915483,0.457546328822567,22750.800000000003,0.9487931107416983,0.2090972075053267,0.457546328822567,0.6770269243006206
16.2663841425,0.087675071539803,0.464615288948235,14258.699999999999,0.9499875960963103,0.11568343414648548,0.464615288948235,0.6252108089687461
15.7152832076,0.174942668448263,0.496056468014488,2241.0,0.9125315616590907,0.2342332605868081,0.496056468014488,0.42002677978482245
14.7676515069,0.304010883687833,0.490414858346587,12298.18,0.8481249831769457,0.4095676923537712,0.490414858346587,0.6088072594048896
14.8721563417,0.340709040107062,0.51977388431841,490.2,0.8552277413891688,0.45942079050591766,0.51977388431841,0.2516410579035841
14.5878783623,0.381822846295142,0.557652420522297,4352.3,0.8359065515456389,0.5152723867520089,0.557652420522297,0.4936203114918887
14.7998055282,0.441717361342423,0.502059980971331,4615.8,0.850310358038134,0.5966368864646635,0.502059980971331,0.5001380046692387
15.3235756589,0.26806749658192,0.868594302094923,1104.1,0.885908831584992,0.3607399206030146,0.868594302094923,0.34156816780149507
15.7406395898,0.152528703068774,0.753936864585197,5873.139999999999,0.9142549293123479,0.20378471152953223,0.753936864585197,0.52685061975031
15.8707510524,0.25875036658605,0.522865935389509,15983.959999999997,0.9230980633286363,0.3480829415745795,0.522865935389509,0.6378775001284097
15.6570602575,0.18676132605189,0.66488138894989,13888.76,0.9085743903209983,0.2502884730288016,0.66488138894989,0.6222955855794715
15.55695,0.204411334924036,0.648588610462101,18854.999999999996,0.9017703132182815,0.2742653620756938,0.648588610462101,0.656197297409505
15.2381508655,0.081894200652575,0.517038990337412,9117.92,0.8801028642916078,0.10783033328622384,0.517038990337412,0.5756262234961443
15.3214735792,0.071890176998494,0.541069779367438,22618.3,0.8857659619858915,0.0942402344418587,0.541069779367438,0.676379150445647
14.8308061026,0.049672952656173,0.48286691341763,646.8,0.8524173379192528,0.0640589508603862,0.48286691341763,0.2823321856609045
15.4069482561,0.045855602689348,0.484475592955447,767.6,0.891575319652936,0.05887322108139644,0.484475592955447,0.3012958802855571
14.9043714727,0.056458032207312,0.457395886501552,3331.2,0.8574172696220584,0.07327623232185534,0.457395886501552,0.46397493977448395
14.9828477953,0.123033614991227,0.581615597212348,1246.7,0.8627509783052879,0.1637167172646844,0.581615597212348,0.3550284062527972
15.3056058142,0.375731107691151,0.464169908527883,10250.560000000001,0.8846874961103264,0.5069969835117836,0.464169908527883,0.5886109502124193
15.297366514,0.357400875744037,0.45587300941513,5838.300000000001,0.8841275052039677,0.48209603639139187,0.45587300941513,0.5261908679548112
15.30686,0.251937991853305,0.474425048420045,11765.8,0.8847727378937105,0.33882858061101934,0.474425048420045,0.6038995973421774
15.2918630921,0.25766391374192,0.558038251788205,2542.3,0.8837534605468917,0.34660703527407355,0.558038251788205,0.4340113933552189
15.2456508045,0.299572717144981,0.49852257368599,18165.4,0.8806126038976786,0.4035386060490314,0.49852257368599,0.6520652192410897
15.1921284141,0.281327634474312,0.464380508438829,5082.2,0.8769749100179748,0.3787533310945029,0.464380508438829,0.5108115190520718
15.201091802,0.304141338591242,0.399543990081204,1490.7999999999997,0.8775841141484622,0.40974491055050516,0.399543990081204,0.37484529262450095
14.9137489966,0.317880690750897,0.412694753071482,5443.7,0.8580546208510091,0.42840931603010274,0.412694753071482,0.5184309569581783
15.202413381,0.253941510880246,0.428224367060693,18388.9,0.877673936366863,0.3415502876515247,0.428224367060693,0.6534213648344206
15.2292,0.363704771642266,0.503281485739808,24359.600000000002,0.8794945112564753,0.4906596475266546,0.503281485739808,0.6846043438625619
15.3458947908,0.399146239553621,0.418164242232971,8566.3,0.8874257699897633,0.5388055804791647,0.418164242232971,0.5687058190850567
15.4443087468,0.528247461263356,0.393646973412056,12391.66,0.8941145565469989,0.714184850324041,0.393646973412056,0.6096470150568715
15.1312354301,0.469684884248456,0.365190461896255,17503.8,0.8728362676001337,0.6346297395273395,0.365190461896255,0.6479507559276559
15.9112333437,0.219369970873796,0.511195526351757,1863.7,0.9258494760028056,0.2945861198191227,0.511195526351757,0.39959031020419994
15.91835,0.155479516721841,0.567776634497288,5583.599999999999,0.9263331654806669,0.2077932835404674,0.567776634497288,0.5212446626501861
15.9127101949,0.195075024287837,0.562904856784834,129.3,0.9259498514257142,0.2615823268515735,0.562904856784834,0.1044672826388446
15.8096230326,0.122963531403046,0.72179006447643,1803.8999999999999,0.9189434465067229,0.16362151128320324,0.72179006447643,0.3959753250650076
15.9041980644,0.184856313074562,0.474780037504118,3109.6,0.925371317380585,0.2477005828401249,0.474780037504118,0.4563426989771468
15.6502147992,0.15342929528438,0.4955945489641,1799.8,0.9081091330412772,0.2050081329899122,0.4955945489641,0.39572310474924427
15.6173471477,0.181026621616499,0.484793965492738,3124.8999999999996,0.905875255708665,0.24249808759839625,0.484793965492738,0.4568868719730368
15.6231390921,0.167463805736276,0.500197395364762,10027.0,0.9062689100379653,0.2240735001730192,0.500197395364762,0.5861656128827063
15.6441201776,0.104829727545799,0.491026943072569,25142.0,0.9076949070037678,0.1389874045111961,0.491026943072569,0.6881103593925307
15.1508849584,0.27348466935477,0.510605625079056,11329.539999999999,0.8741717641708544,0.3680989509277783,0.510605625079056,0.5997095330007121
14.43146,0.254602235113211,0.376742967133088,1300.8000000000002,0.825275447161856,0.34244785726404736,0.376742967133088,0.3597359358323703
15.4631940382,0.201721006013854,0.474660750035203,8610.699999999999,0.8953981111197445,0.27061064902447957,0.474660750035203,0.5692791055237642
15.2595347709,0.229420846586602,0.471026537467161,276.0,0.8815562392477037,0.30823986546513,0.471026537467161,0.18811026077503928
14.5466326352,0.165952016140085,0.463480880520545,6083.839999999999,0.8331032513209241,0.2220197895107361,0.463480880520545,0.5307590372587145
14.604613639,0.259904569496283,0.5008189192747,5347.4,0.8370439785770508,0.34965088385249693,0.5008189192747,0.5164518137413335
14.4476074593,0.270518372375993,0.439109815792812,5809.319999999999,0.8263729226936734,0.364069345387324,0.439109815792812,0.5256390788401484
14.6517534046,0.268146571830481,0.484955044172167,5932.4,0.8402478720416781,0.36084734142500047,0.484955044172167,0.5279638666111621
14.6624194601,0.215246170708969,0.496376194841344,296.9,0.8409727993949401,0.2889840886972205,0.496376194841344,0.19617761307403198
14.6661304306,0.115180625526092,0.561474969727932,12758.8,0.841225018598431,0.15304871939250758,0.561474969727932,0.6128849468349918
14.7259359365,0.269563339645877,0.471702868848947,23381.0,0.8452897496606858,0.36277196848672194,0.471702868848947,0.6800571278117872
15.1206191613,0.110992522505472,0.583287187980918,3729.0,0.8721147240414392,0.14735933520183828,0.583287187980918,0.4764824344634297
15.3612568499,0.131563220532164,0.542092848203272,8877.1,0.8884698651422795,0.17530387323442176,0.542092848203272,0.5726579529232146
15.2618097198,0.103070281090328,0.529717191667205,5885.58,0.8817108580460856,0.13659726109810402,0.529717191667205,0.5270852436467955
15.0526344791,0.127834281876482,0.546115701791426,8709.099999999999,0.8674940884438082,0.17023824697566942,0.546115701791426,0.5705391688197334
15.1114012557,0.081943656924712,0.512128773729848,3807.7,0.8714882214033058,0.1078975178161746,0.512128773729848,0.47879812040958647
14.8035565984,0.110269371559605,0.435648147343356,9569.7,0.8505653026511624,0.1463769611917849,0.435648147343356,0.5809890871021766
14.735303554,0.089160549692912,0.654774415346463,5470.3,0.8459264275929023,0.1177014016793452,0.654774415346463,0.5189714680123759
14.695247971,0.11861974247626,0.702665197103142,9595.039999999999,0.8432040165040458,0.1577206335048906,0.702665197103142,0.5812823412901643
14.572703405,0.115736207188134,0.545709068331613,5492.000000000001,0.8348751729229277,0.15380345668265658,0.545709068331613,0.5194104684993226
14.2275752244,0.081931003018599,0.525002797878952,5222.52,0.8114182484302224,0.1078803279492981,0.525002797878952,0.5138315510463459
14.2319634614,0.106026557741751,0.516369320021694,11027.5,0.8117164986159536,0.14061325439173625,0.516369320021694,0.5967129705098638
14.5072541997,0.532922177814017,0.461047932110846,10175.880000000001,0.830426863126374,0.7205352811296455,0.461047932110846,0.5878000700952624
14.6384905929,0.096347102046088,0.483245542131842,6725.359999999999,0.8393464539886318,0.12746406920262973,0.483245542131842,0.54187557106549
14.5937891929,0.137807900542166,0.485080952774133,2609.3,0.8363082860746257,0.18378704175959198,0.485080952774133,0.4368952533711029
14.5774223395,0.140875779306495,0.446597465524368,2528.46,0.8351958992399152,0.18795464242622495,0.446597465524368,0.43340622186085176
9.82478174393,0.356209371335508,0.333920813051476,3979.1,0.5121787193694075,0.48047742139753385,0.333920813051476,0.4836801004024564
15.1918428807,0.452222007980877,0.385722224945327,6022.2,0.8769555035024237,0.6109070632533281,0.385722224945327,0.5296298183391718
14.6975883531,0.408807974603732,0.322582022103163,6284.4,0.8433630825244107,0.5519306928218882,0.322582022103163,0.5343556184129591
15.2292,0.314813133199118,0.386033942542204,16881.56,0.8794945112564753,0.42424215171892593,0.386033942542204,0.6439366196853138
15.5190666369,0.299773786417242,0.482226354971144,27036.199999999997,0.899195538865687,0.40381175127330093,0.482226354971144,0.696165935033689
15.2960820867,0.298819786475506,0.396516544682201,7138.579999999999,0.8840402080318269,0.4025157773777952,0.396516544682201,0.5484877750598727
15.3045628986,0.291306734371328,0.402107934438873,6056.8,0.8846166134821999,0.39230957192995086,0.402107934438873,0.5302650907765415
15.2975273623,0.269065348643201,0.449142183778552,16533.6,0.8841384373927602,0.3620954659929268,0.449142183778552,0.6416268903423824
15.283637848,0.344408823961973,0.43032193847223,3654.4,0.8831944249750867,0.4644468110382177,0.43032193847223,0.4742418300477198
15.28559,0.30958654270716,0.431787750342972,429.9,0.8833271046130768,0.4171420204256785,0.431787750342972,0.23711508853279278
15.1718145523,0.246352211686624,0.447214765221039,39219.7,0.8755942614671395,0.33124050333202143,0.447214765221039,0.737422020364045
14.759111727,0.227921828900314,0.446371663164965,1338.9,0.8475445699172971,0.3062035049735397,0.446371663164965,0.3629352523314792
12.688262587,0.42009721565588,0.341578043189547,12339.599999999999,0.7067975818611046,0.5672667123158015,0.341578043189547,0.6091801309899041
12.6636231793,0.492468640788515,0.310779888050884,9089.699999999999,0.7051229439774085,0.6655806362996638,0.310779888050884,0.5752824739882083
12.7608959458,0.580199449453266,0.322556702624398,5229.3,0.7117341686389831,0.7847597189044596,0.322556702624398,0.5139754111430603
13.2247357579,0.405481119305357,0.391622311682803,17952.0,0.7432594281243867,0.5474112820418695,0.391622311682803,0.6507546965284707
12.6037614918,0.408087194914051,0.291613914504149,14847.7,0.7010543944858767,0.5509515400763046,0.291613914504149,0.629699728860245
13.23887,0.385135470440333,0.371880758090134,38852.3,0.744220073670992,0.5197724650329125,0.371880758090134,0.7363782101591251
12.7561037434,0.38467673425802,0.330797678591683,38980.8,0.7114084626080958,0.5191492887713713,0.330797678591683,0.7367444062008051
13.0746862161,0.403266335211246,0.332938321386082,2258.4,0.7330611859349235,0.5444025791640411,0.332938321386082,0.42088419150521605
16.32824,0.160492442396686,0.565938299732214,368.2,0.9541916810142286,0.21460315902419924,0.565938299732214,0.21997592527409376
16.3267847845,0.090074146925115,0.572167451910601,12915.9,0.954092776079706,0.11894248997730344,0.572167451910601,0.6142420973269921
16.3965929274,0.096569714474982,0.54204770574,9613.560000000001,0.9588373447038461,0.12776648001424545,0.54204770574,0.581496179740593
16.5397651039,0.092627372557041,0.564302972048131,9986.78,0.9685681610277355,0.12241095325864385,0.564302972048131,0.5857198994293784
16.4050196032,0.100311009819516,0.470133293729679,8783.44,0.9594100707490547,0.13284889238113734,0.470133293729679,0.5714817271893193
15.9956355357,0.107362623554238,0.549647530788053,8251.039999999999,0.9315859413396,0.14242825074541524,0.549647530788053,0.5645477049984085
15.26219,0.244736913315435,0.506263153255552,2775.66,0.8817367041068793,0.3290461797991452,0.506263153255552,0.4437474353889224
15.26219,0.170458658552552,0.500602270583154,823.9999999999999,0.8817367041068793,0.22814189777031124,0.500602270583154,0.30914944486957335
15.2004638443,0.138416475496824,0.499515263901768,816.0,0.8775414344799172,0.18461376849215358,0.499515263901768,0.308068743052585
15.1294460973,0.083771973311814,0.465852053675632,7042.68,0.872714654104797,0.11038121850288306,0.465852053675632,0.5469879701449605
15.5481183895,0.172636877666324,0.532714088505785,10031.439999999999,0.9011700654486345,0.23110092846480296,0.532714088505785,0.5862147068505472
15.6875763885,0.088884461445534,0.587089722408904,22620.0,0.910648444602605,0.11732634593164074,0.587089722408904,0.6763874855119041
15.4263,0.183472221620474,0.542181932718101,345.5,0.8928905770586781,0.24582034541555384,0.542181932718101,0.21293829989374838
15.3140522028,0.079050420833681,0.499097729733839,13427.299999999997,0.8852615619524196,0.1039671628093513,0.499097729733839,0.6185483488427698
15.4263,0.098247437386845,0.537487185905923,8374.0,0.8928905770586781,0.1300456049937604,0.537487185905923,0.5661880773519093
15.1797692062,0.084476520165417,0.513100755396587,3494.4,0.8761349061504379,0.11133831953663015,0.513100755396587,0.4692779251324522
14.4926736531,0.094438944371499,0.557895107022616,4729.5,0.8294358841223879,0.124871907058179,0.557895107022616,0.5028362492607585
14.5849913071,0.104394010508778,0.520491182767499,1805.7599999999998,0.835710330432327,0.13839549891340458,0.520491182767499,0.39608955810497637
14.8010829786,0.090172441600731,0.551515422459022,426.9,0.8503971810194504,0.1190760196853176,0.551515422459022,0.23634024038977186
15.26219,0.092846737353833,0.48127685875138,4092.959999999999,0.8817367041068793,0.12270895228128323,0.48127685875138,0.48680829390231956
15.0512455247,0.089661786995019,0.619848573526922,9707.4,0.8673996870001823,0.11838231415173209,0.619848573526922,0.5825733971647382
15.2421506632,0.207370475563207,0.535792751772431,4930.599999999999,0.8803747138765124,0.2782852459915327,0.535792751772431,0.5074535575917345
14.9346091075,0.057665514665161,0.614136437205623,4118.44,0.8594723956772783,0.07491655290909333,0.614136437205623,0.48749641275104655
14.76797,0.10291580434322,0.511458420866312,2941.1,0.8481466298259825,0.13638741010864766,0.511458420866312,0.4501661114817048
9.54299,0.367707658781013,0.251085910840402,2419.8,0.4930265085921177,0.496097422741852,0.251085910840402,0.4285365794972239
9.54299,0.37083299688601,0.350635940613606,1411.4,0.4930265085921177,0.5003430798132088,0.350635940613606,0.36877949616345945
9.37796704822,0.398769377105104,0.256193380329209,861.7,0.48181058611155636,0.538293626679057,0.256193380329209,0.3141051329436226
9.63982070408,0.334762406182268,0.305210645387288,16078.1,0.4996076881128145,0.45134250664497955,0.305210645387288,0.6385287423368792
9.49693745542,0.253494878265152,0.387573821503806,8210.2,0.48989650901042026,0.3409435536416776,0.387573821503806,0.5639974589580741
9.94541193307,0.321203900339082,0.337065166688715,3625.6000000000004,0.5203774507314148,0.4329237742466777,0.337065166688715,0.47336456729832116
9.88182132647,0.28690812318402,0.297659076398301,3755.4600000000005,0.5160554621448313,0.38633422012347446,0.297659076398301,0.4772664068224955
9.00661657782,0.30302543702375,0.247035185651001,3859.2400000000002,0.4565714418337407,0.40822899924049827,0.247035185651001,0.4802888580728409
6.54126960917,0.363331699170468,0.195966320913428,3021.7,0.28901208000067563,0.49015284227077355,0.195966320913428,0.45316355633206146
5.59734049081,0.186789797955218,0.296874288467477,2554.14,0.2248571506137347,0.2503271510641496,0.296874288467477,0.43452650430449147
5.37965,0.184465567053019,0.168906903481407,3300.7,0.2100616349394342,0.24716976871578547,0.168906903481407,0.4629551290146381
5.37965000001,0.191029801763421,0.320548472529291,2391.2,0.21006163494011384,0.2560870405692546,0.320548472529291,0.4272185021558995
5.48262380017,0.336177909524079,0.32384344371934,3967.3199999999997,0.21706033510676156,0.45326541596576003,0.32384344371934,0.48335136202141804
6.22305584401,0.324918474846885,0.359981313121684,5723.1,0.26738441618915787,0.43796988733790465,0.359981313121684,0.5239809970205199
6.82902923406,0.366035717872322,0.529045600086694,4648.12,0.30856990278222657,0.4938261524013645,0.529045600086694,0.5009117003603479
6.95714,0.170358582037803,0.381251702541068,6866.299999999999,0.3172770577822411,0.22800594749925368,0.381251702541068,0.5441754185547025
6.95714,0.314708677191916,0.35096427843875,6418.040000000001,0.3172770577822411,0.4241002520681605,0.35096427843875,0.5366889828308198
6.95714,0.23907809282328,0.393550904135187,2610.3,0.3172770577822411,0.3213588799196079,0.393550904135187,0.43693773312741113
8.28358011288,0.19180793386068,0.331884666538932,15079.100000000002,0.40742966577220596,0.25714410445488517,0.331884666538932,0.6314147454115882
10.2253340914,0.200577579850887,0.322509173731159,5752.4,0.5394025935649175,0.26905734656206326,0.322509173731159,0.5245472452712608
10.03366,0.40808943686117,0.249004237533903,1305.9,0.526375304163741,0.5509545856791546,0.249004237533903,0.360169578694574
10.03366,0.354573180421095,0.293999249047293,3017.6,0.526375304163741,0.4782547161117407,0.293999249047293,0.4530130207618672
10.0202825589,0.291453959467927,0.287022181219018,2613.9,0.5254660952279688,0.3925095718184293,0.287022181219018,0.4370905256689284
10.03366,0.293707099645779,0.30485443591968,5027.8,0.526375304163741,0.395570380027807,0.30485443591968,0.5096182135594955
10.03366,0.319941124953846,0.320055411334289,471.6,0.526375304163741,0.43120834024762,0.320055411334289,0.24735985749996245
10.03366,0.307901405694657,0.29814901169898,2661.5600000000004,0.526375304163741,0.41485282366264686,0.29814901169898,0.4390937357896062
10.03366,0.290525407207563,0.30830029148554,4630.3,0.526375304163741,0.39124816766377624,0.30830029148554,0.5004857821458559
11.8826618745,0.3012924809139,0.434238160184918,4630.3,0.6520442578887474,0.4058748419893605,0.434238160184918,0.5004857821458559
11.8086487333,0.298696998255253,0.438459856224038,3893.3999999999996,0.6470138930498688,0.40234897408865244,0.438459856224038,0.4812659707350249
12.62836844,0.207731874292655,0.471232645222314,7202.2,0.7027268262325971,0.2787761928970233,0.471232645222314,0.549471670136089
12.60832,0.38385400577773,0.404022114692763,317.1,0.701364217295654,0.5180316423367135,0.404022114692763,0.20345393676664422
14.1825269167,0.377626169614536,0.379963521771737,3082.2999999999997,0.8083565026452042,0.5095713555590237,0.379963521771737,0.45536504115136833
13.3460104964,0.507605139204609,0.3712643714624,12360.4,0.7515019668209417,0.6861430136735297,0.3712643714624,0.6093669052098548
14.5930994985,0.415512318810619,0.422302806133425,5042.4,0.8362614104198017,0.5610382982823244,0.422302806133425,0.5099397383250327
15.0188364211,0.290719952979396,0.47401378433837,14619.939999999999,0.8651969752578383,0.3915124509522194,0.47401378433837,0.627985389162425
15.02224,0.252707189782559,0.457681891893242,6348.139999999999,0.8654283023349939,0.33987350775742586,0.457681891893242,0.5354746489033066
14.6620030464,0.309285609994408,0.440226903633947,5096.8,0.840944497490698,0.41673321438390803,0.440226903633947,0.5111296078149858
14.6657277662,0.195300756731754,0.405642151991436,4535.14,0.8411976511768245,0.2618889760890492,0.405642151991436,0.49818324011196086
14.4429876605,0.342483645760793,0.417436814240981,4991.1,0.8260589342171755,0.4618315271332881,0.417436814240981,0.508805856631208
14.9932732221,0.092408116779329,0.416897071780437,3778.5799999999995,0.8634595511283669,0.12211310233442212,0.416897071780437,0.47794691227359687
14.9490455971,0.238908397051882,0.620867256858852,9521.9,0.8604535837271737,0.3211283544444078,0.620867256858852,0.5804337884813211
14.9673191866,0.151279902638756,0.538187172452146,5288.2,0.8616955634703723,0.20208826199405883,0.538187172452146,0.5152173789720988
14.6722765194,0.171018324735249,0.633793331646975,8754.38,0.8416427426470914,0.22890218373181015,0.633793331646975,0.5711142279146677
12.9534118706,0.218325451701905,0.483312324873998,4731.9,0.7248186739489412,0.29316717887279237,0.483312324873998,0.5028925027757953
15.2780403421,0.317000438073737,0.693457618882397,6157.9,0.8828139858205224,0.4272135250859519,0.693457618882397,0.5321007530057202
13.6435667203,0.334174109496724,0.363227327097958,10482.899999999998,0.7717256236206345,0.45054332719650897,0.363227327097958,0.5910964521049972
