train_r2,train_mae,train_rmse,test_r2,test_mae,test_rmse,cv_mean_r2,cv_std_r2
0.9956523333020925,0.005720819831340733,0.009994493980723983,0.9826589584462257,0.012740421099754064,0.020998665177105726,0.9824676559081296,0.0025504987702915684
